2000		
24	212	505
28	113	883
44	15	151
77	142	141
7	217	217
93	135	543
21	22	497
34	238	482
38	41	706
62	144	472
5	143	399
36	263	125
100	253	809
80	221	619
39	159	790
77	66	946
86	93	941
94	288	276
21	254	987
10	234	865
96	24	960
66	231	872
50	129	321
48	203	769
33	246	267
52	172	398
10	262	651
43	219	128
38	295	159
65	223	730
54	203	132
11	135	740
59	69	130
55	223	415
54	203	386
43	106	606
23	122	937
19	165	323
81	266	391
70	283	575
93	146	105
45	256	559
43	261	821
22	177	754
4	135	830
7	146	659
75	164	600
54	75	332
84	290	479
20	78	954
52	266	691
39	182	463
87	71	804
35	203	998
67	202	393
17	252	123
40	242	502
26	279	634
93	53	206
96	157	474
72	181	704
52	90	927
46	296	659
24	183	922
3	168	793
25	69	468
30	173	118
23	17	513
10	228	198
29	289	915
88	268	205
76	127	228
44	105	426
28	34	689
26	276	103
93	147	563
31	291	105
76	130	460
21	132	522
30	254	619
51	213	988
29	216	480
57	133	852
81	254	270
67	46	101
51	136	284
49	129	295
81	48	885
82	202	879
43	173	440
79	196	696
53	128	772
97	219	930
38	221	525
35	40	668
5	99	944
1	168	557
19	173	753
42	275	820
39	163	162
7	257	247
26	185	934
17	72	256
8	299	805
33	121	340
72	226	650
0	130	134
82	100	331
64	33	291
50	150	492
83	157	879
16	232	316
69	268	442
74	161	580
77	206	121
1	64	522
21	122	814
17	19	415
81	279	404
94	7	427
63	179	905
50	217	826
0	147	956
31	99	777
66	138	739
94	272	543
32	67	474
38	269	336
96	68	922
11	283	593
64	267	235
93	104	560
100	99	134
22	196	924
59	294	212
99	118	740
96	114	493
9	54	132
15	99	506
77	194	636
78	29	135
88	148	903
56	294	505
39	217	869
58	297	564
18	191	104
39	10	751
7	292	465
35	280	657
79	127	853
75	205	162
59	17	394
34	12	617
64	160	242
87	150	601
43	39	789
29	40	572
76	40	704
72	149	274
66	83	515
66	285	325
80	219	250
48	236	132
97	140	675
90	130	508
71	10	245
2	55	924
98	289	813
37	64	936
68	196	615
58	292	246
48	127	314
69	284	839
22	284	371
54	277	647
59	205	814
74	27	254
70	166	514
61	270	715
24	134	963
45	286	356
7	19	689
61	226	406
19	68	524
12	166	750
1	121	711
46	77	751
28	196	513
0	88	664
59	85	874
36	253	929
5	225	804
55	34	568
25	25	707
82	8	415
0	234	731
62	122	877
27	260	695
14	115	619
80	160	413
37	254	137
71	261	237
45	59	904
12	109	520
83	266	670
96	66	705
88	173	110
5	198	919
23	153	400
6	170	280
63	231	736
81	214	268
89	85	711
86	156	545
36	211	609
56	121	143
65	33	1000
15	96	382
60	13	292
22	251	174
77	200	861
43	280	111
62	137	675
77	294	359
72	120	316
93	262	194
32	84	735
26	231	474
35	218	546
25	47	556
65	218	117
66	50	705
79	72	928
54	217	523
5	161	406
13	58	101
57	295	180
75	192	790
59	243	412
5	247	757
62	126	315
44	176	432
24	55	228
83	225	663
11	92	997
75	153	906
15	80	355
2	192	602
64	249	117
35	230	973
91	268	166
23	200	614
18	292	534
81	88	791
80	212	510
66	13	389
85	91	554
80	35	199
58	288	954
99	244	416
92	238	378
59	251	244
63	143	747
79	119	697
92	145	917
62	253	563
27	273	800
16	176	382
19	240	708
69	142	846
97	214	925
3	118	392
55	185	222
23	23	688
58	243	372
52	117	579
82	286	971
8	147	876
57	281	888
30	4	800
38	234	685
3	73	108
50	88	484
92	119	574
88	217	928
98	261	775
99	67	304
46	66	425
51	223	832
63	77	378
70	62	865
99	225	984
50	72	640
86	82	607
11	270	216
92	89	218
8	234	662
86	56	863
61	81	439
78	274	289
70	57	898
97	182	876
50	174	205
55	121	112
25	86	129
21	85	266
0	54	837
63	202	236
31	214	814
96	258	963
68	207	219
9	174	232
39	2	165
78	163	619
41	173	490
65	204	425
71	46	500
87	69	828
48	201	860
28	25	603
2	293	720
71	192	136
73	240	610
6	53	330
81	116	735
53	51	407
41	278	772
64	233	105
57	48	805
66	248	570
55	285	404
62	292	162
67	170	155
22	5	927
72	60	814
10	14	987
18	156	592
22	249	954
29	246	504
27	220	365
28	248	868
18	115	227
97	134	339
44	57	887
39	197	292
48	37	747
24	30	903
76	235	618
93	218	407
98	135	639
1	155	153
80	232	112
82	232	903
74	274	157
16	193	848
37	73	887
32	9	299
45	38	704
33	254	367
26	160	153
71	145	591
31	203	993
70	77	258
41	168	203
74	231	797
65	154	330
88	67	851
26	44	553
99	6	756
94	37	274
32	57	223
93	11	309
36	277	486
81	161	669
19	183	860
20	44	514
63	167	305
0	134	475
5	179	400
16	67	356
79	164	799
11	137	775
79	198	905
6	7	179
43	286	500
66	54	487
10	34	533
24	137	877
70	111	157
16	137	955
43	49	457
34	33	791
7	188	116
63	165	396
27	168	767
0	251	241
24	62	922
66	217	714
24	183	526
97	239	394
96	236	699
79	186	302
0	199	319
84	170	744
13	131	206
65	28	613
11	285	648
35	277	606
69	257	295
47	272	544
78	271	961
32	142	373
89	172	491
81	24	247
99	203	862
87	194	112
14	36	315
96	210	962
10	60	222
12	293	994
85	19	883
89	298	577
34	39	616
75	105	454
77	113	803
52	179	115
89	59	733
67	272	800
66	74	662
7	275	441
43	160	965
80	275	503
30	244	175
28	158	655
20	233	143
4	84	589
86	127	621
66	199	826
85	168	305
99	190	494
52	205	248
72	53	658
37	36	102
49	139	357
36	23	209
78	57	946
63	159	654
79	52	496
4	216	245
89	20	524
77	87	843
95	230	714
14	53	198
86	120	113
28	297	415
27	238	574
81	223	206
99	117	118
43	9	203
3	144	869
47	293	565
92	280	198
35	211	669
56	4	223
26	37	922
35	253	683
57	6	451
14	192	859
67	209	154
28	208	959
59	272	185
54	230	881
47	194	800
18	63	306
31	17	706
39	194	749
29	58	391
82	34	331
5	188	386
73	108	328
9	283	481
36	90	546
69	70	517
54	300	551
41	92	316
25	53	981
16	214	879
12	204	528
5	12	714
94	37	904
1	140	587
39	273	610
6	15	175
65	212	665
75	10	564
96	275	589
21	12	450
51	164	554
79	139	353
96	143	972
37	222	343
76	96	661
96	84	572
40	14	189
16	115	170
69	254	129
55	42	486
86	129	596
96	271	251
15	254	111
45	18	949
67	261	883
17	158	603
35	82	783
51	120	781
74	249	467
89	49	722
47	65	722
12	107	845
27	3	162
28	159	163
36	97	239
96	70	232
26	16	329
80	110	617
30	122	558
15	157	550
77	187	203
12	27	564
82	152	434
94	43	403
60	199	612
38	220	955
2	47	658
16	101	463
36	39	239
38	21	264
90	161	641
76	220	750
19	238	645
43	287	760
59	74	602
13	184	120
2	51	291
84	130	706
19	7	260
79	6	729
7	279	351
0	140	619
52	159	157
77	0	919
80	47	447
53	179	862
9	244	667
92	156	808
53	43	164
10	99	609
25	240	191
40	134	944
91	39	301
78	207	847
39	5	409
36	299	803
75	252	401
14	73	700
25	165	438
36	291	616
38	253	829
27	172	648
24	287	201
82	144	801
31	232	875
35	266	321
76	78	494
88	87	378
41	170	933
32	129	765
57	219	825
49	74	114
45	78	889
60	110	789
32	118	340
0	36	716
55	275	873
80	296	947
93	237	771
3	210	645
16	110	167
44	212	152
96	113	304
82	11	667
54	221	513
13	76	661
74	1	136
43	142	129
38	281	494
58	288	452
39	107	875
24	273	959
56	37	337
48	12	783
59	275	812
98	142	313
68	202	642
11	299	689
43	221	188
33	292	890
36	24	187
58	47	843
90	141	175
4	158	533
9	122	844
92	83	711
8	114	723
17	272	737
59	15	462
27	27	900
26	109	580
98	198	304
8	97	572
0	194	468
68	180	273
20	168	556
60	183	125
45	97	684
50	52	437
71	25	705
44	193	389
23	209	760
33	137	288
58	255	445
66	173	753
64	230	331
94	140	810
14	5	148
28	178	307
85	29	576
23	197	665
66	147	144
20	293	989
77	250	213
43	230	905
56	258	735
38	103	110
2	164	899
89	237	793
81	107	972
22	261	588
37	132	272
1	240	622
29	68	917
41	273	602
58	144	629
86	249	198
2	288	933
63	208	757
39	146	391
54	123	240
43	51	193
14	171	489
36	117	130
87	8	702
67	8	761
32	214	487
82	4	255
34	117	100
52	285	157
29	89	881
40	225	526
30	116	309
44	1	606
92	30	688
68	64	694
37	99	534
85	209	552
4	198	888
60	95	450
27	22	165
48	30	548
20	57	188
100	171	379
36	254	423
6	218	677
67	115	107
67	286	172
51	263	718
19	244	768
10	52	635
15	15	606
28	35	761
29	282	287
20	181	398
10	25	437
8	63	468
99	11	969
85	251	226
5	43	556
84	53	969
61	36	948
31	195	306
25	51	146
80	219	741
57	229	835
96	108	506
74	249	404
30	110	230
76	192	943
65	16	512
65	123	872
36	245	724
30	292	322
7	114	746
75	235	453
54	80	324
90	207	100
23	273	916
69	284	925
62	277	986
81	90	285
63	229	757
52	28	303
95	25	870
18	289	192
12	91	653
87	59	444
67	69	415
79	221	798
70	194	243
28	294	966
62	192	273
39	42	361
52	99	823
78	115	315
24	112	358
90	215	327
56	150	227
85	101	666
20	18	759
62	296	976
98	185	705
85	111	592
42	72	746
76	192	104
18	154	500
70	37	444
0	131	625
2	40	195
41	3	350
64	77	133
30	252	565
72	289	931
37	123	721
89	79	246
62	121	696
77	126	681
61	7	469
70	98	475
76	237	113
33	139	735
99	264	970
54	87	469
65	146	764
95	17	102
11	232	431
72	98	842
66	207	925
93	255	1000
74	282	532
57	148	357
88	210	422
7	216	640
74	198	495
77	292	918
86	180	880
51	220	817
3	252	517
50	126	892
72	247	767
13	85	321
42	205	489
2	154	448
12	269	672
0	6	196
31	288	200
86	246	747
88	139	213
83	270	709
2	32	184
73	19	558
18	243	457
17	289	701
91	171	507
61	177	802
7	23	203
15	213	582
60	78	314
11	100	628
13	122	811
77	296	368
23	180	489
27	76	666
51	297	482
76	52	905
37	202	520
16	129	406
19	83	797
38	32	132
37	143	607
45	59	269
84	150	375
0	288	831
67	183	694
81	37	882
43	228	783
88	205	335
45	206	439
21	4	678
86	75	777
43	236	550
20	99	269
22	146	671
54	182	117
45	77	547
13	177	306
76	229	297
36	108	594
5	237	599
43	192	649
54	50	881
83	171	647
73	199	177
44	64	341
39	300	608
15	61	423
81	103	528
16	143	646
84	239	709
73	167	624
26	4	963
49	47	718
66	103	414
93	280	318
53	119	963
74	25	228
74	249	398
95	118	273
66	156	661
20	79	418
53	157	835
90	208	261
100	222	736
69	136	909
73	45	260
59	201	679
30	59	681
13	17	461
66	300	696
46	124	209
21	65	276
48	127	563
26	54	993
64	23	688
73	201	120
42	255	653
71	162	679
16	143	696
29	185	397
49	269	950
19	75	147
17	118	860
57	192	530
19	163	680
41	254	138
27	252	451
16	179	286
80	63	767
46	285	369
19	135	270
88	40	748
90	49	141
68	32	970
96	155	706
99	123	936
71	108	297
60	53	702
56	50	705
40	109	921
85	172	504
38	53	702
80	53	879
33	27	354
100	166	544
32	223	849
93	81	567
26	58	584
45	77	378
79	209	200
84	78	988
31	32	249
20	84	683
52	111	130
61	47	800
19	90	120
2	282	471
54	63	848
67	14	262
74	239	562
74	206	428
88	265	464
29	243	290
17	61	101
3	300	826
22	238	505
83	244	698
30	87	828
45	294	273
9	185	484
28	95	607
73	58	340
28	126	538
37	77	556
24	47	435
57	88	491
72	4	143
20	247	637
68	288	813
10	270	564
95	201	243
2	209	177
8	264	826
67	201	883
22	176	634
39	260	822
3	293	210
66	230	871
18	88	546
95	237	145
51	96	700
11	267	128
30	213	183
50	6	281
10	140	557
52	240	228
28	45	330
40	227	767
92	25	999
9	110	680
17	51	683
52	40	710
61	76	556
30	202	869
52	273	223
38	273	607
2	250	343
54	82	663
31	240	566
37	161	613
35	146	166
37	180	300
22	94	580
24	293	499
17	271	463
41	205	830
56	145	843
48	240	331
50	239	803
96	25	812
2	250	408
40	58	964
83	39	562
43	247	563
77	283	755
87	175	688
73	291	197
70	258	420
97	177	665
24	160	943
6	4	476
15	188	232
98	97	301
27	268	307
38	271	343
29	133	324
97	261	301
4	62	352
9	159	674
16	24	171
42	37	283
82	49	323
58	141	401
91	15	903
36	239	734
68	249	445
57	191	582
2	189	990
62	4	710
57	128	345
74	185	784
50	141	601
58	223	549
68	194	705
1	256	935
8	273	1000
68	13	914
15	45	455
20	70	370
98	252	384
76	44	969
9	82	440
72	138	922
13	21	932
42	112	633
47	96	379
89	56	988
11	63	542
98	68	901
64	280	727
57	292	980
74	0	497
81	231	184
69	84	732
73	148	170
49	286	328
32	214	269
55	196	456
65	87	850
58	258	836
34	124	386
20	189	436
72	62	399
26	119	817
92	246	410
33	270	771
63	104	877
76	256	563
99	98	374
73	52	281
3	110	864
71	29	254
34	284	505
81	43	423
34	291	730
26	94	868
38	288	952
49	10	975
76	152	142
73	6	126
52	244	488
64	21	726
62	235	507
68	221	809
82	84	108
99	193	429
58	207	627
3	147	293
98	127	256
97	140	269
20	221	161
96	55	546
86	110	169
46	212	581
95	10	987
9	146	668
64	183	171
29	269	231
10	292	822
10	241	456
32	129	818
71	282	843
11	74	201
68	48	280
15	85	547
91	76	182
71	268	878
92	194	980
32	50	103
99	159	459
23	140	225
6	66	488
74	238	396
99	55	857
29	180	440
44	82	943
52	251	629
14	12	692
52	200	716
89	181	398
24	277	541
90	7	160
10	81	720
35	34	710
95	266	217
75	93	874
45	258	938
83	55	930
43	84	873
20	75	848
27	88	519
40	70	704
5	184	256
72	211	733
8	259	904
46	226	203
79	213	141
52	131	329
91	177	368
65	185	977
15	219	250
97	288	992
13	76	241
99	87	976
43	36	458
23	270	337
25	76	103
85	275	308
5	6	977
13	159	628
100	258	525
65	279	567
84	162	860
63	181	609
73	90	397
31	64	152
27	285	410
92	13	108
75	238	683
76	49	157
6	158	435
73	211	813
75	110	667
59	139	958
23	231	233
60	156	435
3	148	423
56	107	369
88	31	361
49	236	753
2	173	112
91	186	658
68	141	912
0	111	180
21	181	551
53	258	125
65	223	859
18	248	813
10	150	848
34	282	899
89	23	200
8	143	141
95	141	441
2	201	505
34	68	973
47	21	354
33	133	454
3	216	178
4	104	301
80	220	984
65	95	664
0	75	710
0	127	944
51	32	196
20	110	894
51	163	712
64	10	374
32	27	770
58	272	349
0	41	883
51	144	371
63	208	709
58	141	944
80	167	541
72	33	517
26	2	556
3	140	163
89	78	149
63	278	245
23	282	675
82	73	419
52	130	566
46	62	663
77	293	415
17	295	446
72	256	521
90	64	958
49	35	259
93	99	379
30	161	637
91	193	296
67	263	158
85	23	529
93	175	569
9	294	474
31	256	675
54	167	164
17	119	952
77	103	361
78	281	101
26	74	303
53	63	532
38	255	298
94	69	733
5	246	169
78	12	432
10	285	467
26	76	837
66	102	258
9	112	909
23	71	984
73	260	744
96	48	135
48	15	135
65	257	749
38	64	914
42	236	875
25	30	519
14	144	448
46	271	256
79	240	639
33	80	574
65	102	710
66	225	899
95	102	469
38	297	125
18	49	153
40	191	899
80	224	471
44	270	663
14	7	192
32	73	564
19	133	492
18	202	145
6	67	668
35	134	335
75	139	157
62	112	598
61	14	778
44	75	147
62	256	498
36	236	655
73	232	406
9	67	853
78	105	655
15	212	961
12	209	659
36	205	162
24	63	238
13	125	870
12	163	829
14	75	104
93	74	703
88	44	708
27	218	555
6	121	382
57	124	628
33	289	321
72	231	730
49	225	554
24	97	684
16	151	617
57	181	274
44	168	991
